path,participant_id,sequence_id,sign,label
train_landmark_files/16069/3255016937.parquet,16069,3255016937,radio,182
train_landmark_files/53618/22865062.parquet,53618,22865062,tiger,219
train_landmark_files/4718/1742511141.parquet,4718,1742511141,tree,227
train_landmark_files/32319/3560822106.parquet,32319,3560822106,helicopter,112
train_landmark_files/53618/3792182917.parquet,53618,3792182917,no,153
train_landmark_files/36257/1230622088.parquet,36257,1230622088,owl,165
train_landmark_files/4718/1674888243.parquet,4718,1674888243,lips,134
train_landmark_files/55372/1909054199.parquet,55372,1909054199,home,118
train_landmark_files/62590/1045787067.parquet,62590,1045787067,eye,72
train_landmark_files/37055/3923765817.parquet,37055,3923765817,smile,201
train_landmark_files/27610/3786837775.parquet,27610,3786837775,glasswindow,96
train_landmark_files/62590/3552429408.parquet,62590,3552429408,give,95
train_landmark_files/29302/1939255243.parquet,29302,1939255243,napkin,151
train_landmark_files/49445/580746251.parquet,49445,580746251,eye,72
train_landmark_files/2044/2119772309.parquet,2044,2119772309,jump,127
train_landmark_files/4718/518619788.parquet,4718,518619788,black,24
train_landmark_files/37779/3889929642.parquet,37779,3889929642,read,184
train_landmark_files/4718/4268406150.parquet,4718,4268406150,police,174
train_landmark_files/25571/2130447202.parquet,25571,2130447202,dance,56
train_landmark_files/34503/1790871717.parquet,34503,1790871717,tomorrow,221
train_landmark_files/2044/862215570.parquet,2044,862215570,bee,19
train_landmark_files/26734/3750633517.parquet,26734,3750633517,icecream,122
train_landmark_files/37055/2990058666.parquet,37055,2990058666,bad,13
train_landmark_files/36257/3123394509.parquet,36257,3123394509,not,156
train_landmark_files/30680/72436599.parquet,30680,72436599,wake,233
train_landmark_files/2044/2511162267.parquet,2044,2511162267,flag,85
train_landmark_files/36257/1471895604.parquet,36257,1471895604,cow,50
train_landmark_files/37779/553977302.parquet,37779,553977302,scissors,192
train_landmark_files/49445/4185576093.parquet,49445,4185576093,pretend,177
train_landmark_files/37055/1931923589.parquet,37055,1931923589,bug,32
train_landmark_files/25571/80465165.parquet,25571,80465165,shhh,194
train_landmark_files/26734/1304922790.parquet,26734,1304922790,cut,53
train_landmark_files/2044/723963369.parquet,2044,723963369,radio,182
train_landmark_files/25571/3376880881.parquet,25571,3376880881,that,215
train_landmark_files/2044/1621756857.parquet,2044,1621756857,home,118
train_landmark_files/37055/753253432.parquet,37055,753253432,give,95
train_landmark_files/61333/1315738796.parquet,61333,1315738796,finger,80
train_landmark_files/49445/1939944625.parquet,49445,1939944625,grandma,99
train_landmark_files/28656/2558636446.parquet,28656,2558636446,bird,23
train_landmark_files/28656/1700841167.parquet,28656,1700841167,pizza,172
train_landmark_files/53618/4076434591.parquet,53618,4076434591,noisy,154
train_landmark_files/61333/3918153428.parquet,61333,3918153428,pizza,172
train_landmark_files/29302/1149773215.parquet,29302,1149773215,vacuum,231
train_landmark_files/37055/1864300085.parquet,37055,1864300085,kitty,129
train_landmark_files/62590/2138579125.parquet,62590,2138579125,high,117
train_landmark_files/4718/3877657752.parquet,4718,3877657752,table,211
train_landmark_files/62590/1522576367.parquet,62590,1522576367,boy,29
train_landmark_files/16069/2272886208.parquet,16069,2272886208,pizza,172
train_landmark_files/16069/2152013823.parquet,16069,2152013823,look,136
train_landmark_files/30680/4224543295.parquet,30680,4224543295,pen,167
train_landmark_files/34503/3454569740.parquet,34503,3454569740,finish,81
train_landmark_files/53618/462137557.parquet,53618,462137557,underwear,229
train_landmark_files/61333/3399136960.parquet,61333,3399136960,uncle,228
train_landmark_files/37055/3305879315.parquet,37055,3305879315,thankyou,214
train_landmark_files/30680/2779198110.parquet,30680,2779198110,home,118
train_landmark_files/61333/2350358204.parquet,61333,2350358204,head,110
train_landmark_files/55372/4184371501.parquet,55372,4184371501,think,217
train_landmark_files/27610/1820342782.parquet,27610,1820342782,yourself,246
train_landmark_files/36257/3255595442.parquet,36257,3255595442,fish,84
train_landmark_files/53618/2453384668.parquet,53618,2453384668,listen,135
train_landmark_files/49445/1502810814.parquet,49445,1502810814,chair,40
train_landmark_files/49445/1627539845.parquet,49445,1627539845,many,141
train_landmark_files/37055/1792173057.parquet,37055,1792173057,snack,202
train_landmark_files/61333/2166379249.parquet,61333,2166379249,gift,92
train_landmark_files/32319/3081298303.parquet,32319,3081298303,jeans,126
train_landmark_files/61333/98219612.parquet,61333,98219612,nuts,158
train_landmark_files/26734/556263027.parquet,26734,556263027,loud,137
train_landmark_files/4718/2024401907.parquet,4718,2024401907,jacket,125
train_landmark_files/53618/307787442.parquet,53618,307787442,another,6
train_landmark_files/27610/2824439665.parquet,27610,2824439665,every,71
train_landmark_files/29302/3806223274.parquet,29302,3806223274,mom,145
train_landmark_files/32319/1367638705.parquet,32319,1367638705,if,123
train_landmark_files/32319/1668434809.parquet,32319,1668434809,green,102
train_landmark_files/2044/2890662433.parquet,2044,2890662433,gift,92
train_landmark_files/27610/2061652834.parquet,27610,2061652834,yourself,246
train_landmark_files/30680/3861087801.parquet,30680,3861087801,mitten,144
train_landmark_files/29302/3200317821.parquet,29302,3200317821,see,193
train_landmark_files/37779/3843319376.parquet,37779,3843319376,find,78
train_landmark_files/53618/812706598.parquet,53618,812706598,hen,114
train_landmark_files/30680/3705911359.parquet,30680,3705911359,now,157
train_landmark_files/25571/322266721.parquet,25571,322266721,owl,165
train_landmark_files/37055/1205933666.parquet,37055,1205933666,same,190
train_landmark_files/36257/3924254423.parquet,36257,3924254423,bug,32
train_landmark_files/4718/992481339.parquet,4718,992481339,pencil,168
train_landmark_files/32319/2844844384.parquet,32319,2844844384,toothbrush,224
train_landmark_files/62590/2611643224.parquet,62590,2611643224,food,87
train_landmark_files/30680/3659332796.parquet,30680,3659332796,man,140
train_landmark_files/16069/4139188755.parquet,16069,4139188755,there,216
train_landmark_files/26734/2102050831.parquet,26734,2102050831,red,185
train_landmark_files/37055/2316179682.parquet,37055,2316179682,car,36
train_landmark_files/53618/712413210.parquet,53618,712413210,first,83
train_landmark_files/61333/990884611.parquet,61333,990884611,toy,226
train_landmark_files/34503/2274924790.parquet,34503,2274924790,listen,135
train_landmark_files/55372/2968517456.parquet,55372,2968517456,open,161
train_landmark_files/53618/197376574.parquet,53618,197376574,underwear,229
train_landmark_files/36257/1769249520.parquet,36257,1769249520,sticky,206
train_landmark_files/37055/2600507328.parquet,37055,2600507328,black,24
train_landmark_files/27610/270036099.parquet,27610,270036099,carrot,37
train_landmark_files/49445/4124406446.parquet,49445,4124406446,food,87
train_landmark_files/18796/1037272350.parquet,18796,1037272350,aunt,10
train_landmark_files/16069/1837991465.parquet,16069,1837991465,fast,76
train_landmark_files/34503/1788707687.parquet,34503,1788707687,jacket,125
train_landmark_files/61333/878898373.parquet,61333,878898373,backyard,12
train_landmark_files/32319/2691235150.parquet,32319,2691235150,snack,202
train_landmark_files/61333/4143362687.parquet,61333,4143362687,sick,198
train_landmark_files/27610/904721038.parquet,27610,904721038,clean,45
train_landmark_files/53618/2008497178.parquet,53618,2008497178,wait,232
train_landmark_files/25571/55557444.parquet,25571,55557444,nose,155
train_landmark_files/2044/339054961.parquet,2044,339054961,police,174
train_landmark_files/2044/2160044401.parquet,2044,2160044401,chin,43
train_landmark_files/36257/3278557769.parquet,36257,3278557769,hot,120
train_landmark_files/62590/4126519893.parquet,62590,4126519893,if,123
train_landmark_files/36257/2686867419.parquet,36257,2686867419,pajamas,166
train_landmark_files/49445/3948070409.parquet,49445,3948070409,gum,103
train_landmark_files/62590/1252982247.parquet,62590,1252982247,down,61
train_landmark_files/37055/281963733.parquet,37055,281963733,grandpa,100
train_landmark_files/25571/2604858492.parquet,25571,2604858492,bath,15
train_landmark_files/28656/3841481753.parquet,28656,3841481753,lamp,130
train_landmark_files/25571/2128302198.parquet,25571,2128302198,hat,106
train_landmark_files/49445/1730124461.parquet,49445,1730124461,sick,198
train_landmark_files/61333/1983687526.parquet,61333,1983687526,hen,114
train_landmark_files/37055/2259608905.parquet,37055,2259608905,flag,85
train_landmark_files/28656/3623558327.parquet,28656,3623558327,rain,183
train_landmark_files/16069/3868898189.parquet,16069,3868898189,pencil,168
train_landmark_files/55372/3003476798.parquet,55372,3003476798,nap,150
train_landmark_files/28656/346592026.parquet,28656,346592026,cloud,48
train_landmark_files/37779/3988592498.parquet,37779,3988592498,underwear,229
train_landmark_files/32319/276084169.parquet,32319,276084169,animal,5
train_landmark_files/49445/441482598.parquet,49445,441482598,happy,105
train_landmark_files/16069/1665143755.parquet,16069,1665143755,empty,70
train_landmark_files/62590/1669553034.parquet,62590,1669553034,close,46
train_landmark_files/16069/787349276.parquet,16069,787349276,drawer,62
train_landmark_files/55372/3787819895.parquet,55372,3787819895,pig,171
train_landmark_files/2044/790086499.parquet,2044,790086499,up,230
train_landmark_files/34503/3799731253.parquet,34503,3799731253,drawer,62
train_landmark_files/53618/3407613714.parquet,53618,3407613714,noisy,154
train_landmark_files/25571/2700997171.parquet,25571,2700997171,uncle,228
train_landmark_files/61333/1128220575.parquet,61333,1128220575,not,156
train_landmark_files/18796/517873060.parquet,18796,517873060,penny,169
train_landmark_files/61333/2876802404.parquet,61333,2876802404,sleepy,200
train_landmark_files/37779/3206382065.parquet,37779,3206382065,dog,58
train_landmark_files/27610/3692548341.parquet,27610,3692548341,make,139
train_landmark_files/29302/4141582842.parquet,29302,4141582842,mitten,144
train_landmark_files/32319/3444473866.parquet,32319,3444473866,pajamas,166
train_landmark_files/37779/4093918350.parquet,37779,4093918350,awake,11
train_landmark_files/53618/3925975663.parquet,53618,3925975663,loud,137
train_landmark_files/32319/801697695.parquet,32319,801697695,weus,236
train_landmark_files/34503/1036612603.parquet,34503,1036612603,grass,101
train_landmark_files/30680/3542674872.parquet,30680,3542674872,noisy,154
train_landmark_files/36257/1350634714.parquet,36257,1350634714,man,140
train_landmark_files/36257/2983593332.parquet,36257,2983593332,mouse,148
train_landmark_files/32319/4046291916.parquet,32319,4046291916,listen,135
train_landmark_files/49445/3900140898.parquet,49445,3900140898,hair,104
train_landmark_files/62590/1974796790.parquet,62590,1974796790,haveto,109
train_landmark_files/32319/2532365671.parquet,32319,2532365671,every,71
train_landmark_files/37055/2371767002.parquet,37055,2371767002,frog,90
train_landmark_files/37779/3079976352.parquet,37779,3079976352,shhh,194
train_landmark_files/16069/2485116465.parquet,16069,2485116465,cereal,39
train_landmark_files/22343/788004645.parquet,22343,788004645,puzzle,180
train_landmark_files/37055/2954394657.parquet,37055,2954394657,fine,79
train_landmark_files/37779/893689308.parquet,37779,893689308,minemy,143
train_landmark_files/49445/4289124918.parquet,49445,4289124918,close,46
train_landmark_files/49445/3103507186.parquet,49445,3103507186,for,88
train_landmark_files/62590/394581994.parquet,62590,394581994,white,238
train_landmark_files/29302/2505454142.parquet,29302,2505454142,snow,203
train_landmark_files/25571/799073601.parquet,25571,799073601,listen,135
train_landmark_files/18796/3975277526.parquet,18796,3975277526,police,174
train_landmark_files/27610/2540780807.parquet,27610,2540780807,sticky,206
train_landmark_files/26734/592850787.parquet,26734,592850787,dryer,66
train_landmark_files/30680/891299085.parquet,30680,891299085,chocolate,44
train_landmark_files/53618/3272527672.parquet,53618,3272527672,who,239
train_landmark_files/29302/2072693671.parquet,29302,2072693671,quiet,181
train_landmark_files/16069/137739250.parquet,16069,137739250,home,118
train_landmark_files/53618/2101735267.parquet,53618,2101735267,old,159
train_landmark_files/16069/328025112.parquet,16069,328025112,who,239
train_landmark_files/2044/7549815.parquet,2044,7549815,there,216
train_landmark_files/30680/4109352768.parquet,30680,4109352768,old,159
train_landmark_files/34503/2918579377.parquet,34503,2918579377,white,238
train_landmark_files/55372/2991627531.parquet,55372,2991627531,finish,81
train_landmark_files/29302/757516815.parquet,29302,757516815,hungry,121
train_landmark_files/28656/3931099931.parquet,28656,3931099931,time,220
train_landmark_files/62590/4063588565.parquet,62590,4063588565,boat,27
train_landmark_files/49445/537634344.parquet,49445,537634344,frenchfries,89
train_landmark_files/30680/29423040.parquet,30680,29423040,hair,104
train_landmark_files/28656/3813952333.parquet,28656,3813952333,green,102
train_landmark_files/37779/526519785.parquet,37779,526519785,carrot,37
train_landmark_files/18796/3653549341.parquet,18796,3653549341,pen,167
train_landmark_files/30680/1021381332.parquet,30680,1021381332,brother,30
train_landmark_files/61333/3612714609.parquet,61333,3612714609,say,191
train_landmark_files/26734/3282795983.parquet,26734,3282795983,black,24
train_landmark_files/36257/254028533.parquet,36257,254028533,can,35
train_landmark_files/27610/2900391989.parquet,27610,2900391989,see,193
train_landmark_files/28656/2333216645.parquet,28656,2333216645,bug,32
train_landmark_files/18796/29763744.parquet,18796,29763744,later,131
train_landmark_files/22343/364747584.parquet,22343,364747584,yourself,246
train_landmark_files/16069/1576942456.parquet,16069,1576942456,who,239
train_landmark_files/34503/906091442.parquet,34503,906091442,mouth,149
train_landmark_files/28656/730911473.parquet,28656,730911473,mouse,148
train_landmark_files/27610/697305228.parquet,27610,697305228,bug,32
train_landmark_files/37779/1163484934.parquet,37779,1163484934,garbage,91
train_landmark_files/26734/2556473443.parquet,26734,2556473443,person,170
train_landmark_files/27610/1552195969.parquet,27610,1552195969,many,141
train_landmark_files/32319/1729414950.parquet,32319,1729414950,mouse,148
train_landmark_files/53618/4152375783.parquet,53618,4152375783,mitten,144
train_landmark_files/62590/2129038908.parquet,62590,2129038908,think,217
train_landmark_files/37055/2578645639.parquet,37055,2578645639,if,123
train_landmark_files/30680/1123274265.parquet,30680,1123274265,bug,32
train_landmark_files/61333/279458703.parquet,61333,279458703,vacuum,231
train_landmark_files/53618/245287118.parquet,53618,245287118,pajamas,166
train_landmark_files/62590/1379891283.parquet,62590,1379891283,scissors,192
train_landmark_files/61333/1325552866.parquet,61333,1325552866,drink,63
train_landmark_files/2044/3160959085.parquet,2044,3160959085,wet,235
train_landmark_files/37055/1683675597.parquet,37055,1683675597,cowboy,51
train_landmark_files/18796/2117480495.parquet,18796,2117480495,close,46
train_landmark_files/49445/140744459.parquet,49445,140744459,haveto,109
train_landmark_files/2044/1528368426.parquet,2044,1528368426,awake,11
train_landmark_files/27610/418695725.parquet,27610,418695725,toy,226
train_landmark_files/37055/2732511385.parquet,37055,2732511385,where,237
train_landmark_files/34503/600223632.parquet,34503,600223632,carrot,37
train_landmark_files/18796/894428069.parquet,18796,894428069,dirty,57
train_landmark_files/62590/3260472481.parquet,62590,3260472481,ride,187
train_landmark_files/25571/3337977676.parquet,25571,3337977676,cowboy,51
train_landmark_files/18796/1278507563.parquet,18796,1278507563,doll,59
train_landmark_files/18796/3335422343.parquet,18796,3335422343,lamp,130
train_landmark_files/55372/1329669811.parquet,55372,1329669811,quiet,181
train_landmark_files/32319/331436761.parquet,32319,331436761,cloud,48
train_landmark_files/49445/2034912655.parquet,49445,2034912655,make,139
train_landmark_files/26734/3493307161.parquet,26734,3493307161,pajamas,166
train_landmark_files/37779/3088764171.parquet,37779,3088764171,pencil,168
train_landmark_files/32319/2232676736.parquet,32319,2232676736,on,160
train_landmark_files/28656/67168991.parquet,28656,67168991,girl,94
train_landmark_files/61333/117296867.parquet,61333,117296867,pretend,177
train_landmark_files/53618/3629174507.parquet,53618,3629174507,food,87
train_landmark_files/49445/2127211783.parquet,49445,2127211783,bedroom,18
train_landmark_files/61333/3096166578.parquet,61333,3096166578,mouth,149
train_landmark_files/16069/1786578032.parquet,16069,1786578032,lamp,130
train_landmark_files/26734/309698340.parquet,26734,309698340,any,7
train_landmark_files/37055/307306158.parquet,37055,307306158,shower,197
train_landmark_files/28656/1224481275.parquet,28656,1224481275,nap,150
train_landmark_files/32319/2589272882.parquet,32319,2589272882,dance,56
train_landmark_files/26734/1657742160.parquet,26734,1657742160,minemy,143
train_landmark_files/32319/806957170.parquet,32319,806957170,vacuum,231
train_landmark_files/2044/845076412.parquet,2044,845076412,brown,31
train_landmark_files/30680/335808463.parquet,30680,335808463,vacuum,231
train_landmark_files/28656/3090774432.parquet,28656,3090774432,mouse,148
train_landmark_files/37055/1225569215.parquet,37055,1225569215,bedroom,18
train_landmark_files/2044/2004080334.parquet,2044,2004080334,dad,55
train_landmark_files/53618/2865547718.parquet,53618,2865547718,face,73
train_landmark_files/25571/312287388.parquet,25571,312287388,outside,163
train_landmark_files/34503/2426379665.parquet,34503,2426379665,refrigerator,186
train_landmark_files/36257/1990211058.parquet,36257,1990211058,pretty,178
train_landmark_files/28656/4094713141.parquet,28656,4094713141,refrigerator,186
train_landmark_files/27610/2982247632.parquet,27610,2982247632,tongue,222
train_landmark_files/27610/3812785803.parquet,27610,3812785803,cereal,39
train_landmark_files/49445/2108946468.parquet,49445,2108946468,into,124
train_landmark_files/25571/2761110725.parquet,25571,2761110725,tomorrow,221
train_landmark_files/26734/1640065357.parquet,26734,1640065357,quiet,181
train_landmark_files/36257/3893827150.parquet,36257,3893827150,snow,203
train_landmark_files/30680/251992941.parquet,30680,251992941,airplane,2
train_landmark_files/27610/3903160908.parquet,27610,3903160908,grandpa,100
train_landmark_files/32319/2557597502.parquet,32319,2557597502,puzzle,180
train_landmark_files/29302/1971246905.parquet,29302,1971246905,fine,79
train_landmark_files/62590/4273128306.parquet,62590,4273128306,pretend,177
train_landmark_files/30680/307947244.parquet,30680,307947244,bug,32
train_landmark_files/61333/2759377434.parquet,61333,2759377434,mad,138
train_landmark_files/53618/1038643940.parquet,53618,1038643940,fall,74
train_landmark_files/22343/3089732457.parquet,22343,3089732457,close,46
train_landmark_files/53618/4190477796.parquet,53618,4190477796,potty,176
train_landmark_files/62590/3083661829.parquet,62590,3083661829,pretty,178
train_landmark_files/55372/700741254.parquet,55372,700741254,snow,203
train_landmark_files/28656/2158675000.parquet,28656,2158675000,clown,49
train_landmark_files/25571/1257431933.parquet,25571,1257431933,pen,167
train_landmark_files/37779/326869967.parquet,37779,326869967,vacuum,231
train_landmark_files/28656/1768705120.parquet,28656,1768705120,bye,33
train_landmark_files/62590/26322834.parquet,62590,26322834,blue,26
train_landmark_files/16069/2661287470.parquet,16069,2661287470,tree,227
train_landmark_files/2044/514853208.parquet,2044,514853208,mad,138
train_landmark_files/4718/2435693369.parquet,4718,2435693369,potty,176
train_landmark_files/4718/3308780714.parquet,4718,3308780714,giraffe,93
train_landmark_files/28656/1743425665.parquet,28656,1743425665,talk,212
train_landmark_files/61333/3593223751.parquet,61333,3593223751,man,140
train_landmark_files/28656/118468735.parquet,28656,118468735,orange,162
train_landmark_files/28656/4045554790.parquet,28656,4045554790,water,234
train_landmark_files/36257/3869744157.parquet,36257,3869744157,brown,31
train_landmark_files/61333/2862093709.parquet,61333,2862093709,clean,45
train_landmark_files/30680/338248424.parquet,30680,338248424,sleep,199
train_landmark_files/32319/2097207567.parquet,32319,2097207567,pajamas,166
train_landmark_files/22343/3772803454.parquet,22343,3772803454,balloon,14
train_landmark_files/22343/3749702590.parquet,22343,3749702590,touch,225
train_landmark_files/49445/1239298021.parquet,49445,1239298021,first,83
train_landmark_files/37779/227792112.parquet,37779,227792112,smile,201
train_landmark_files/36257/4167771.parquet,36257,4167771,loud,137
train_landmark_files/29302/1018515735.parquet,29302,1018515735,another,6
train_landmark_files/25571/3684364260.parquet,25571,3684364260,red,185
train_landmark_files/30680/3609649563.parquet,30680,3609649563,boy,29
train_landmark_files/32319/2864659540.parquet,32319,2864659540,kiss,128
train_landmark_files/49445/4141096819.parquet,49445,4141096819,fast,76
train_landmark_files/32319/3132963751.parquet,32319,3132963751,nap,150
train_landmark_files/29302/2438060612.parquet,29302,2438060612,TV,0
train_landmark_files/53618/1107026514.parquet,53618,1107026514,listen,135
train_landmark_files/53618/2022730816.parquet,53618,2022730816,tooth,223
train_landmark_files/49445/3306835469.parquet,49445,3306835469,same,190
train_landmark_files/37055/4265973674.parquet,37055,4265973674,cute,54
train_landmark_files/55372/1560450674.parquet,55372,1560450674,stuck,209
train_landmark_files/53618/2886942821.parquet,53618,2886942821,fireman,82
train_landmark_files/53618/954859939.parquet,53618,954859939,nap,150
train_landmark_files/62590/1438252299.parquet,62590,1438252299,airplane,2
train_landmark_files/37055/3862190560.parquet,37055,3862190560,person,170
train_landmark_files/55372/647305550.parquet,55372,647305550,book,28
train_landmark_files/34503/1662481172.parquet,34503,1662481172,high,117
train_landmark_files/49445/4216041413.parquet,49445,4216041413,tongue,222
train_landmark_files/32319/1882823337.parquet,32319,1882823337,potty,176
train_landmark_files/36257/3826690694.parquet,36257,3826690694,close,46
train_landmark_files/36257/339570658.parquet,36257,339570658,uncle,228
train_landmark_files/55372/1536032858.parquet,55372,1536032858,arm,9
train_landmark_files/37779/565949918.parquet,37779,565949918,ride,187
train_landmark_files/61333/3652280161.parquet,61333,3652280161,toy,226
train_landmark_files/34503/9273511.parquet,34503,9273511,refrigerator,186
train_landmark_files/37055/1141804322.parquet,37055,1141804322,donkey,60
train_landmark_files/4718/3236702135.parquet,4718,3236702135,yourself,246
train_landmark_files/53618/4162351586.parquet,53618,4162351586,owie,164
train_landmark_files/22343/2397451603.parquet,22343,2397451603,aunt,10
train_landmark_files/16069/1134661294.parquet,16069,1134661294,there,216
train_landmark_files/32319/765228866.parquet,32319,765228866,owl,165
train_landmark_files/34503/908894305.parquet,34503,908894305,orange,162
train_landmark_files/37055/3274138184.parquet,37055,3274138184,blue,26
train_landmark_files/26734/2918403339.parquet,26734,2918403339,feet,77
train_landmark_files/55372/1376531061.parquet,55372,1376531061,tomorrow,221
train_landmark_files/22343/1752207630.parquet,22343,1752207630,pig,171
train_landmark_files/30680/2739684073.parquet,30680,2739684073,bee,19
train_landmark_files/62590/4145652993.parquet,62590,4145652993,fast,76
train_landmark_files/49445/3026160188.parquet,49445,3026160188,pen,167
train_landmark_files/34503/3967779340.parquet,34503,3967779340,pizza,172
train_landmark_files/53618/2716231787.parquet,53618,2716231787,mouse,148
train_landmark_files/36257/828821540.parquet,36257,828821540,scissors,192
train_landmark_files/36257/461093557.parquet,36257,461093557,clown,49
train_landmark_files/25571/175755095.parquet,25571,175755095,taste,213
train_landmark_files/27610/773323696.parquet,27610,773323696,cry,52
train_landmark_files/16069/889610477.parquet,16069,889610477,grandpa,100
train_landmark_files/62590/844732425.parquet,62590,844732425,table,211
train_landmark_files/16069/742901196.parquet,16069,742901196,tiger,219
train_landmark_files/49445/2584347979.parquet,49445,2584347979,glasswindow,96
train_landmark_files/36257/4272856731.parquet,36257,4272856731,pretty,178
train_landmark_files/32319/3331179684.parquet,32319,3331179684,goose,98
train_landmark_files/4718/3269237610.parquet,4718,3269237610,better,22
train_landmark_files/34503/3960050892.parquet,34503,3960050892,callonphone,34
train_landmark_files/49445/4105868087.parquet,49445,4105868087,read,184
train_landmark_files/53618/3669876433.parquet,53618,3669876433,read,184
train_landmark_files/22343/4179542541.parquet,22343,4179542541,chin,43
train_landmark_files/36257/445178443.parquet,36257,445178443,bedroom,18
train_landmark_files/61333/372503531.parquet,61333,372503531,balloon,14
train_landmark_files/36257/2346092223.parquet,36257,2346092223,on,160
train_landmark_files/53618/3382538638.parquet,53618,3382538638,yellow,243
train_landmark_files/28656/1875420657.parquet,28656,1875420657,empty,70
train_landmark_files/29302/826083862.parquet,29302,826083862,snow,203
train_landmark_files/37055/3500572968.parquet,37055,3500572968,hide,116
train_landmark_files/49445/3964211945.parquet,49445,3964211945,napkin,151
train_landmark_files/61333/1801571609.parquet,61333,1801571609,hide,116
train_landmark_files/18796/958014686.parquet,18796,958014686,dad,55
train_landmark_files/27610/2719582320.parquet,27610,2719582320,aunt,10
train_landmark_files/32319/1103517857.parquet,32319,1103517857,underwear,229
train_landmark_files/30680/112775489.parquet,30680,112775489,animal,5
train_landmark_files/2044/3947594023.parquet,2044,3947594023,sun,210
train_landmark_files/22343/1260419487.parquet,22343,1260419487,underwear,229
train_landmark_files/16069/1588966935.parquet,16069,1588966935,pool,175
train_landmark_files/29302/1207781242.parquet,29302,1207781242,read,184
train_landmark_files/22343/2548756820.parquet,22343,2548756820,pen,167
train_landmark_files/36257/3362219064.parquet,36257,3362219064,red,185
train_landmark_files/55372/3537196450.parquet,55372,3537196450,tomorrow,221
train_landmark_files/28656/4291402458.parquet,28656,4291402458,if,123
train_landmark_files/61333/4260525549.parquet,61333,4260525549,stairs,204
train_landmark_files/29302/1812693978.parquet,29302,1812693978,grass,101
train_landmark_files/18796/3838199017.parquet,18796,3838199017,yellow,243
train_landmark_files/37055/2626788870.parquet,37055,2626788870,drop,64
train_landmark_files/61333/1086026686.parquet,61333,1086026686,morning,147
train_landmark_files/37055/3974506181.parquet,37055,3974506181,white,238
train_landmark_files/25571/4071904871.parquet,25571,4071904871,clean,45
train_landmark_files/30680/3802622536.parquet,30680,3802622536,wait,232
train_landmark_files/26734/3085711532.parquet,26734,3085711532,morning,147
train_landmark_files/18796/2134331809.parquet,18796,2134331809,grandma,99
train_landmark_files/37055/1060672186.parquet,37055,1060672186,ear,68
train_landmark_files/26734/2176419106.parquet,26734,2176419106,later,131
train_landmark_files/28656/1358318796.parquet,28656,1358318796,owie,164
train_landmark_files/49445/3875152365.parquet,49445,3875152365,owl,165
train_landmark_files/26734/815008851.parquet,26734,815008851,tooth,223
train_landmark_files/49445/368029190.parquet,49445,368029190,say,191
train_landmark_files/61333/1220399676.parquet,61333,1220399676,morning,147
train_landmark_files/55372/2981766571.parquet,55372,2981766571,pool,175
train_landmark_files/30680/566911049.parquet,30680,566911049,why,240
train_landmark_files/18796/1026568164.parquet,18796,1026568164,man,140
train_landmark_files/28656/3122228468.parquet,28656,3122228468,animal,5
train_landmark_files/26734/911497230.parquet,26734,911497230,face,73
train_landmark_files/62590/26613444.parquet,62590,26613444,hot,120
train_landmark_files/36257/3897681893.parquet,36257,3897681893,aunt,10
train_landmark_files/2044/2499525214.parquet,2044,2499525214,where,237
train_landmark_files/4718/822075592.parquet,4718,822075592,animal,5
train_landmark_files/27610/934758697.parquet,27610,934758697,hat,106
train_landmark_files/32319/2102418982.parquet,32319,2102418982,owl,165
train_landmark_files/2044/420001960.parquet,2044,420001960,fast,76
train_landmark_files/55372/2956909397.parquet,55372,2956909397,airplane,2
train_landmark_files/29302/321168741.parquet,29302,321168741,police,174
train_landmark_files/28656/1369600201.parquet,28656,1369600201,stuck,209
train_landmark_files/55372/400742239.parquet,55372,400742239,stairs,204
train_landmark_files/32319/2302039756.parquet,32319,2302039756,wolf,242
train_landmark_files/61333/3814567682.parquet,61333,3814567682,feet,77
train_landmark_files/28656/402361760.parquet,28656,402361760,tiger,219
train_landmark_files/36257/1765364050.parquet,36257,1765364050,aunt,10
train_landmark_files/49445/3175550601.parquet,49445,3175550601,sun,210
train_landmark_files/36257/2022311336.parquet,36257,2022311336,nose,155
train_landmark_files/32319/2640177956.parquet,32319,2640177956,taste,213
train_landmark_files/16069/2959723205.parquet,16069,2959723205,many,141
train_landmark_files/2044/4013021491.parquet,2044,4013021491,fish,84
train_landmark_files/37055/1088433406.parquet,37055,1088433406,pretty,178
train_landmark_files/18796/685862001.parquet,18796,685862001,backyard,12
train_landmark_files/55372/549348947.parquet,55372,549348947,wolf,242
train_landmark_files/4718/2920061326.parquet,4718,2920061326,down,61
train_landmark_files/30680/980485216.parquet,30680,980485216,will,241
train_landmark_files/27610/697980298.parquet,27610,697980298,happy,105
train_landmark_files/30680/1555175469.parquet,30680,1555175469,pretend,177
train_landmark_files/53618/3447149226.parquet,53618,3447149226,ride,187
train_landmark_files/16069/2706011358.parquet,16069,2706011358,awake,11
train_landmark_files/55372/1026138898.parquet,55372,1026138898,there,216
train_landmark_files/34503/3643110872.parquet,34503,3643110872,hot,120
train_landmark_files/36257/2265663664.parquet,36257,2265663664,hear,111
train_landmark_files/16069/2638014186.parquet,16069,2638014186,dog,58
train_landmark_files/32319/3391335447.parquet,32319,3391335447,kitty,129
train_landmark_files/62590/3167149072.parquet,62590,3167149072,man,140
